State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
MO,Missouri,2017,October,Number of Deaths,63906,,100,0.01877758,* Underreported due to incomplete data
MO,Missouri,2017,November,Number of Deaths,64040,,100,0.028107433,* Underreported due to incomplete data
MO,Missouri,2015,January,Number of Drug Overdose Deaths,1108,1116,100,0.018061804,
MO,Missouri,2015,February,Number of Drug Overdose Deaths,1107,1114,100,0.016265981,
MO,Missouri,2015,March,Number of Drug Overdose Deaths,1092,1100,100,0.01942785,
MO,Missouri,2015,April,Number of Drug Overdose Deaths,1072,1080,100,0.019372024,
MO,Missouri,2015,May,Number of Drug Overdose Deaths,1093,1102,100,0.024139818,
MO,Missouri,2015,June,Number of Drug Overdose Deaths,1116,1126,100,0.029007461,
MO,Missouri,2015,July,Number of Drug Overdose Deaths,1103,1113,100,0.028912411,
MO,Missouri,2015,August,Number of Drug Overdose Deaths,1070,1079,100,0.028885965,
MO,Missouri,2015,September,Number of Drug Overdose Deaths,1081,1091,100,0.028795393,
MO,Missouri,2015,October,Number of Drug Overdose Deaths,1071,1080,100,0.027169136,
MO,Missouri,2015,November,Number of Drug Overdose Deaths,1090,1100,100,0.030380071,
MO,Missouri,2015,December,Number of Drug Overdose Deaths,1087,1097,100,0.0290346,
MO,Missouri,2016,January,Number of Drug Overdose Deaths,1096,1105,100,0.027675127,
MO,Missouri,2016,February,Number of Drug Overdose Deaths,1121,1131,100,0.027784134,
MO,Missouri,2016,March,Number of Drug Overdose Deaths,1129,1139,100,0.027905908,
MO,Missouri,2016,April,Number of Drug Overdose Deaths,1150,1160,100,0.027851046,
MO,Missouri,2016,May,Number of Drug Overdose Deaths,1147,1156,100,0.022964372,
MO,Missouri,2016,June,Number of Drug Overdose Deaths,1157,1166,100,0.024535863,
MO,Missouri,2016,July,Number of Drug Overdose Deaths,1192,1202,100,0.024542688,
MO,Missouri,2016,August,Number of Drug Overdose Deaths,1236,1246,100,0.024462238,
MO,Missouri,2016,September,Number of Drug Overdose Deaths,1247,1257,100,0.024481402,
MO,Missouri,2016,October,Number of Drug Overdose Deaths,1288,1298,100,0.022803903,
MO,Missouri,2016,November,Number of Drug Overdose Deaths,1329,1338,100,0.0179121,
MO,Missouri,2016,December,Number of Drug Overdose Deaths,1386,1395,100,0.017774043,
MO,Missouri,2017,January,Number of Drug Overdose Deaths,1393,1392,100,0.020744239,* Underreported due to incomplete data
MO,Missouri,2017,February,Number of Drug Overdose Deaths,1387,1392,100,0.025344126,* Underreported due to incomplete data
MO,Missouri,2017,March,Number of Drug Overdose Deaths,1414,1419,100,0.022026778,* Underreported due to incomplete data
MO,Missouri,2017,April,Number of Drug Overdose Deaths,1402,1407,100,0.020519944,* Underreported due to incomplete data
MO,Missouri,2017,May,Number of Drug Overdose Deaths,1402,1407,100,0.020474376,* Underreported due to incomplete data
MO,Missouri,2017,June,Number of Drug Overdose Deaths,1402,1411,100,0.014167428,* Underreported due to incomplete data
MO,Missouri,2017,July,Number of Drug Overdose Deaths,1394,1406,100,0.012560842,* Underreported due to incomplete data
MO,Missouri,2017,August,Number of Drug Overdose Deaths,1392,1410,100,0.014117204,* Underreported due to incomplete data
MO,Missouri,2017,September,Number of Drug Overdose Deaths,1421,1439,100,0.017204167,* Underreported due to incomplete data
MO,Missouri,2017,October,Number of Drug Overdose Deaths,1428,1443,100,0.01877758,* Underreported due to incomplete data
MO,Missouri,2017,November,Number of Drug Overdose Deaths,1407,1420,100,0.028107433,* Underreported due to incomplete data
MS,Mississippi,2015,January,Number of Deaths,29715,,100,0,
MS,Mississippi,2015,February,Number of Deaths,29969,,100,0,
MS,Mississippi,2015,March,Number of Deaths,30211,,100,0,
MS,Mississippi,2015,April,Number of Deaths,30303,,100,0,
MS,Mississippi,2015,May,Number of Deaths,30541,,100,0,
MS,Mississippi,2015,June,Number of Deaths,30703,,100,0,
MS,Mississippi,2015,July,Number of Deaths,30921,,100,0,
MS,Mississippi,2015,August,Number of Deaths,31052,,100,0.003220404,
MS,Mississippi,2015,September,Number of Deaths,31070,,100,0.003218539,
MS,Mississippi,2015,October,Number of Deaths,31167,,100,0.003208522,
MS,Mississippi,2015,November,Number of Deaths,31127,,100,0.009637935,
MS,Mississippi,2015,December,Number of Deaths,31006,,100,0.009675547,
MS,Mississippi,2016,January,Number of Deaths,31049,,100,0.016103578,
MS,Mississippi,2016,February,Number of Deaths,30918,,100,0.019406171,
MS,Mississippi,2016,March,Number of Deaths,30894,,100,0.025894996,
MS,Mississippi,2016,April,Number of Deaths,30800,,100,0.029220779,
MS,Mississippi,2016,May,Number of Deaths,30752,,100,0.039021852,
MS,Mississippi,2016,June,Number of Deaths,30689,,100,0.045618951,
MS,Mississippi,2016,July,Number of Deaths,30590,,100,0.062111801,
MS,Mississippi,2016,August,Number of Deaths,30681,,100,0.071705616,
MS,Mississippi,2016,September,Number of Deaths,30644,,100,0.081582039,
MS,Mississippi,2016,October,Number of Deaths,30712,,100,0.094425632,
MS,Mississippi,2016,November,Number of Deaths,30844,,100,0.097263649,
MS,Mississippi,2016,December,Number of Deaths,31016,,100,0.119293268,
MS,Mississippi,2017,January,Number of Deaths,30967,,100,0.122711273,* Underreported due to incomplete data
MS,Mississippi,2017,February,Number of Deaths,30963,,100,0.129186448,* Underreported due to incomplete data
MS,Mississippi,2017,March,Number of Deaths,30992,,100,0.125838926,* Underreported due to incomplete data
MS,Mississippi,2017,April,Number of Deaths,31024,,100,0.157942238,* Underreported due to incomplete data
MS,Mississippi,2017,May,Number of Deaths,30976,,100,0.154958678,* Underreported due to incomplete data
MS,Mississippi,2017,June,Number of Deaths,31047,,100,0.173929848,* Underreported due to incomplete data
MS,Mississippi,2017,July,Number of Deaths,31102,,100,0.173622275,* Underreported due to incomplete data
MS,Mississippi,2017,August,Number of Deaths,30942,,100,0.180983776,* Underreported due to incomplete data
MS,Mississippi,2017,September,Number of Deaths,31006,,100,0.196736116,* Underreported due to incomplete data
MS,Mississippi,2017,October,Number of Deaths,31020,,100,0.215989684,* Underreported due to incomplete data
MS,Mississippi,2017,November,Number of Deaths,31126,,100,0.218466877,* Underreported due to incomplete data
MS,Mississippi,2015,January,Number of Drug Overdose Deaths,302,304,100,0,
MS,Mississippi,2015,February,Number of Drug Overdose Deaths,302,304,100,0,
MS,Mississippi,2015,March,Number of Drug Overdose Deaths,307,309,100,0,
MS,Mississippi,2015,April,Number of Drug Overdose Deaths,322,324,100,0,
MS,Mississippi,2015,May,Number of Drug Overdose Deaths,328,330,100,0,
MS,Mississippi,2015,June,Number of Drug Overdose Deaths,329,331,100,0,
MS,Mississippi,2015,July,Number of Drug Overdose Deaths,343,345,100,0,
MS,Mississippi,2015,August,Number of Drug Overdose Deaths,348,350,100,0.003220404,
MS,Mississippi,2015,September,Number of Drug Overdose Deaths,337,339,100,0.003218539,
MS,Mississippi,2015,October,Number of Drug Overdose Deaths,331,333,100,0.003208522,
MS,Mississippi,2015,November,Number of Drug Overdose Deaths,325,327,100,0.009637935,
MS,Mississippi,2015,December,Number of Drug Overdose Deaths,333,335,100,0.009675547,
MS,Mississippi,2016,January,Number of Drug Overdose Deaths,338,341,100,0.016103578,
MS,Mississippi,2016,February,Number of Drug Overdose Deaths,335,338,100,0.019406171,
MS,Mississippi,2016,March,Number of Drug Overdose Deaths,334,337,100,0.025894996,
MS,Mississippi,2016,April,Number of Drug Overdose Deaths,322,325,100,0.029220779,
MS,Mississippi,2016,May,Number of Drug Overdose Deaths,323,327,100,0.039021852,
MS,Mississippi,2016,June,Number of Drug Overdose Deaths,320,324,100,0.045618951,
MS,Mississippi,2016,July,Number of Drug Overdose Deaths,319,324,100,0.062111801,
MS,Mississippi,2016,August,Number of Drug Overdose Deaths,313,318,100,0.071705616,
MS,Mississippi,2016,September,Number of Drug Overdose Deaths,327,333,100,0.081582039,
MS,Mississippi,2016,October,Number of Drug Overdose Deaths,336,343,100,0.094425632,
MS,Mississippi,2016,November,Number of Drug Overdose Deaths,334,341,100,0.097263649,
MS,Mississippi,2016,December,Number of Drug Overdose Deaths,332,340,100,0.119293268,
MS,Mississippi,2017,January,Number of Drug Overdose Deaths,328,334,100,0.122711273,* Underreported due to incomplete data
MS,Mississippi,2017,February,Number of Drug Overdose Deaths,322,329,100,0.129186448,* Underreported due to incomplete data
MS,Mississippi,2017,March,Number of Drug Overdose Deaths,326,333,100,0.125838926,* Underreported due to incomplete data
MS,Mississippi,2017,April,Number of Drug Overdose Deaths,330,339,100,0.157942238,* Underreported due to incomplete data
MS,Mississippi,2017,May,Number of Drug Overdose Deaths,325,334,100,0.154958678,* Underreported due to incomplete data
MS,Mississippi,2017,June,Number of Drug Overdose Deaths,327,339,100,0.173929848,* Underreported due to incomplete data
MS,Mississippi,2017,July,Number of Drug Overdose Deaths,323,335,100,0.173622275,* Underreported due to incomplete data
MS,Mississippi,2017,August,Number of Drug Overdose Deaths,311,325,100,0.180983776,* Underreported due to incomplete data
MS,Mississippi,2017,September,Number of Drug Overdose Deaths,314,328,100,0.196736116,* Underreported due to incomplete data
MS,Mississippi,2017,October,Number of Drug Overdose Deaths,315,330,100,0.215989684,* Underreported due to incomplete data
MS,Mississippi,2017,November,Number of Drug Overdose Deaths,326,340,100,0.218466877,* Underreported due to incomplete data
MT,Montana,2015,January,Number of Deaths,9502,,100,0.210482004,
MT,Montana,2015,February,Number of Deaths,9500,,100,0.210526316,
MT,Montana,2015,March,Number of Deaths,9476,,100,0.221612495,
MT,Montana,2015,April,Number of Deaths,9508,,100,0.199831721,
MT,Montana,2015,May,Number of Deaths,9609,,100,0.197731294,
MT,Montana,2015,June,Number of Deaths,9669,,100,0.186161961,
MT,Montana,2015,July,Number of Deaths,9716,,100,0.174969123,
MT,Montana,2015,August,Number of Deaths,9778,,100,0.163632645,
MT,Montana,2015,September,Number of Deaths,9754,,100,0.123026451,
MT,Montana,2015,October,Number of Deaths,9817,,100,0.122236936,
MT,Montana,2015,November,Number of Deaths,9779,,100,0.112485939,
MT,Montana,2015,December,Number of Deaths,9901,,100,0.141399859,
MT,Montana,2016,January,Number of Deaths,9832,,100,0.142392189,
MT,Montana,2016,February,Number of Deaths,9921,,100,0.151194436,
MT,Montana,2016,March,Number of Deaths,9939,,100,0.150920616,
MT,Montana,2016,April,Number of Deaths,9973,,100,0.150406096,
MT,Montana,2016,May,Number of Deaths,9938,,100,0.171060576,
MT,Montana,2016,June,Number of Deaths,9863,,100,0.182500253,
MT,Montana,2016,July,Number of Deaths,9913,,100,0.181579744,
MT,Montana,2016,August,Number of Deaths,9886,,100,0.182075663,
MT,Montana,2016,September,Number of Deaths,9863,,100,0.172361351,
MT,Montana,2016,October,Number of Deaths,9873,,100,0.172186772,
MT,Montana,2016,November,Number of Deaths,9904,,100,0.171647819,
MT,Montana,2016,December,Number of Deaths,9941,,100,0.140830902,
MT,Montana,2017,January,Number of Deaths,10052,,100,0.129327497,* Underreported due to incomplete data
MT,Montana,2017,February,Number of Deaths,10132,,100,0.118436636,* Underreported due to incomplete data
MT,Montana,2017,March,Number of Deaths,10232,,100,0.107505864,* Underreported due to incomplete data
MT,Montana,2017,April,Number of Deaths,10222,,100,0.107611035,* Underreported due to incomplete data
MT,Montana,2017,May,Number of Deaths,10242,,100,0.087873462,* Underreported due to incomplete data
MT,Montana,2017,June,Number of Deaths,10297,,100,0.077692532,* Underreported due to incomplete data
MT,Montana,2017,July,Number of Deaths,10284,,100,0.0680669,* Underreported due to incomplete data
MT,Montana,2017,August,Number of Deaths,10307,,100,0.058212865,* Underreported due to incomplete data
MT,Montana,2017,September,Number of Deaths,10285,,100,0.048614487,* Underreported due to incomplete data
MT,Montana,2017,October,Number of Deaths,10316,,100,0.038774719,* Underreported due to incomplete data
MT,Montana,2017,November,Number of Deaths,10342,,100,0.019338619,* Underreported due to incomplete data
MT,Montana,2015,January,Number of Drug Overdose Deaths,121,126,100,0.210482004,
MT,Montana,2015,February,Number of Drug Overdose Deaths,125,131,100,0.210526316,
MT,Montana,2015,March,Number of Drug Overdose Deaths,129,135,100,0.221612495,
MT,Montana,2015,April,Number of Drug Overdose Deaths,126,131,100,0.199831721,
MT,Montana,2015,May,Number of Drug Overdose Deaths,135,141,100,0.197731294,
MT,Montana,2015,June,Number of Drug Overdose Deaths,132,137,100,0.186161961,
MT,Montana,2015,July,Number of Drug Overdose Deaths,128,133,100,0.174969123,
MT,Montana,2015,August,Number of Drug Overdose Deaths,121,125,100,0.163632645,
MT,Montana,2015,September,Number of Drug Overdose Deaths,125,129,100,0.123026451,
MT,Montana,2015,October,Number of Drug Overdose Deaths,126,130,100,0.122236936,
MT,Montana,2015,November,Number of Drug Overdose Deaths,128,131,100,0.112485939,
MT,Montana,2015,December,Number of Drug Overdose Deaths,131,135,100,0.141399859,
MT,Montana,2016,January,Number of Drug Overdose Deaths,126,130,100,0.142392189,
MT,Montana,2016,February,Number of Drug Overdose Deaths,120,124,100,0.151194436,
MT,Montana,2016,March,Number of Drug Overdose Deaths,125,129,100,0.150920616,
MT,Montana,2016,April,Number of Drug Overdose Deaths,128,132,100,0.150406096,
MT,Montana,2016,May,Number of Drug Overdose Deaths,123,128,100,0.171060576,
MT,Montana,2016,June,Number of Drug Overdose Deaths,121,126,100,0.182500253,
MT,Montana,2016,July,Number of Drug Overdose Deaths,127,132,100,0.181579744,
MT,Montana,2016,August,Number of Drug Overdose Deaths,130,135,100,0.182075663,
MT,Montana,2016,September,Number of Drug Overdose Deaths,123,128,100,0.172361351,
MT,Montana,2016,October,Number of Drug Overdose Deaths,120,125,100,0.172186772,
MT,Montana,2016,November,Number of Drug Overdose Deaths,120,125,100,0.171647819,
MT,Montana,2016,December,Number of Drug Overdose Deaths,114,118,100,0.140830902,
MT,Montana,2017,January,Number of Drug Overdose Deaths,119,122,100,0.129327497,* Underreported due to incomplete data
MT,Montana,2017,February,Number of Drug Overdose Deaths,131,134,100,0.118436636,* Underreported due to incomplete data
MT,Montana,2017,March,Number of Drug Overdose Deaths,128,131,100,0.107505864,* Underreported due to incomplete data
MT,Montana,2017,April,Number of Drug Overdose Deaths,125,128,100,0.107611035,* Underreported due to incomplete data
MT,Montana,2017,May,Number of Drug Overdose Deaths,127,129,100,0.087873462,* Underreported due to incomplete data
MT,Montana,2017,June,Number of Drug Overdose Deaths,124,127,100,0.077692532,* Underreported due to incomplete data
MT,Montana,2017,July,Number of Drug Overdose Deaths,119,122,100,0.0680669,* Underreported due to incomplete data
MT,Montana,2017,August,Number of Drug Overdose Deaths,117,120,100,0.058212865,* Underreported due to incomplete data
MT,Montana,2017,September,Number of Drug Overdose Deaths,119,122,100,0.048614487,* Underreported due to incomplete data
MT,Montana,2017,October,Number of Drug Overdose Deaths,123,125,100,0.038774719,* Underreported due to incomplete data
MT,Montana,2017,November,Number of Drug Overdose Deaths,115,116,100,0.019338619,* Underreported due to incomplete data
NC,North Carolina,2015,January,Cocaine (T40.5),220,230,100,0.344305192,
NC,North Carolina,2015,February,Cocaine (T40.5),237,248,100,0.356557004,
NC,North Carolina,2015,March,Cocaine (T40.5),245,256,100,0.357530775,
NC,North Carolina,2015,April,Cocaine (T40.5),241,252,100,0.354321824,
NC,North Carolina,2015,May,Cocaine (T40.5),254,266,100,0.363665023,
NC,North Carolina,2015,June,Cocaine (T40.5),254,266,100,0.370918219,
NC,North Carolina,2015,July,Cocaine (T40.5),262,274,100,0.365948901,
NC,North Carolina,2015,August,Cocaine (T40.5),262,274,100,0.364995994,
NC,North Carolina,2015,September,Cocaine (T40.5),276,289,100,0.369995889,
NC,North Carolina,2015,October,Cocaine (T40.5),297,311,100,0.347183708,
NC,North Carolina,2015,November,Cocaine (T40.5),309,323,100,0.293697148,
NC,North Carolina,2015,December,Cocaine (T40.5),313,326,100,0.245487365,
NC,North Carolina,2016,January,Cocaine (T40.5),343,358,100,0.249933054,
NC,North Carolina,2016,February,Cocaine (T40.5),341,356,100,0.247715328,
NC,North Carolina,2016,March,Cocaine (T40.5),358,373,100,0.244539729,
NC,North Carolina,2016,April,Cocaine (T40.5),381,397,100,0.247273861,
NC,North Carolina,2016,May,Cocaine (T40.5),396,413,100,0.24218724,
NC,North Carolina,2016,June,Cocaine (T40.5),420,438,100,0.23330741,
NC,North Carolina,2016,July,Cocaine (T40.5),428,446,100,0.223075557,
NC,North Carolina,2016,August,Cocaine (T40.5),461,480,100,0.216083242,
